parent_topic,source_url,page_title,publisher_or_author,language,extracted_at,data_format,information_category,extracted_content,has_media,http_status,confidence_score
FIFA World Cup 2026 win predictions,https://technosports.co.in/saudi-arabia-vs-uruguay-match-preview/,"Saudi Arabia vs Uruguay Match Preview, Prediction, Lineups, Teams, Timings and How to Watch in India",Unknown Publisher,en,2026-06-16T19:55:26.836354+00:00,text_paragraph,win_predictions,"World Cup 2026 kicks off with fireworks, and Group H's opener between Saudi Arabia and Uruguay is one not to sleep on — literally, if you're watching from India. Bielsa's…
World Cup 2026 kicks off with fireworks, and Group H’s opener between Saudi Arabia and Uruguay is one not to sleep on — literally, if you’re watching from India. Bielsa’s disciplined Uruguay side walks in as heavy favourites, but remember Qatar 2022? The Saudis love an upset script.
Uruguay arrive battle-tested under Marcelo Bielsa’s high-tempo system, with Federico Valverde in fine form after a productive season for Real Madrid. Saudi Arabia, meanwhile, head into the tournament under new boss Georgios Donis after a rocky pre-tournament run, including a heavy defeat to Egypt. Still, veteran Salem Al-Dawsari, the match-winner against Argentina in 2022, remains the team’s creative spark.Goal.comGoal.com
Most analysts lean toward a controlled Uruguay win with goals at a premium — think Uruguay 1-0 or 2-0, with under 2.5 goals appealing given Saudi Arabia’s likely defensive setup.
Uruguay’s spine — Valverde in midfield and Darwin Núñez leading the attack — gives them a clear edge in quality. Saudi Arabia will likely sit deep, relying on Al-Dawsari and young midfielder Musab Al-Juwayr to spring counters. No confirmed XI yet from either camp, so check back closer to kickoff for the latest squad news.
Broadcasting varies by region. Here’s a quick guide:
The match is scheduled for around 3:30 AM IST on 16 June 2026...",True,200,1.0
FIFA World Cup 2026 win predictions,https://technosports.co.in/germany-spain-portugal-7-world-cup-goals/,"Germany, Spain, Portugal: List of the Only Five Teams to Score 7+ World Cup Goals This Century",Unknown Publisher,en,2026-06-16T19:55:26.908588+00:00,text_paragraph,win_predictions,"7+ World Cup Goals. In a single World Cup match. It is a feat so rare, so ruthless, so complete that it has happened only five times in 26 years…
7+ World Cup Goals. In a single World Cup match. It is a feat so rare, so ruthless, so complete that it has happened only five times in 26 years of 21st-century football. And Germany just did it again.
Germany thrashed World Cup debutants Curaçao 7-1 in Houston on June 14, with goals from Felix Nmecha, Nico Schlotterbeck, Kai Havertz (two), Jamal Musiala, Nathaniel Brown, and Deniz Undav. It was a masterclass in organised aggression — and it was historic in more ways than one.
With that seven-goal showing, Germany became the all-time top scorers in FIFA World Cup history, surpassing Brazil’s tally of 238 goals and taking their own total to 239. They have now scored 7+ goals in a World Cup match more times than any other nation.
It is only the fifth time this century that a team has scored seven or more goals in a World Cup game — and remarkably, Germany are responsible for three of those five occasions.
Germany opened their 2002 World Cup campaign with an eight-goal humiliation of Saudi Arabia, inspired by a hat-trick from Miroslav Klose — his first three World Cup goals, the beginning of a journey that would culminate in a record-breaking 16 career goals at the tournament.
Portugal’s 7-0 win over North Korea at the 2010 World Cup was the only fixture in the group stage in which Cristiano Ronaldo and his teammates found the back of ...",True,200,1.0
FIFA World Cup 2026 win predictions,https://technosports.co.in/watch-fifa-world-cup-2026-live-on-zee5/,Watch FIFA World Cup 2026 Live on ZEE5 in 4K — Every Plan and Price Explained,Unknown Publisher,en,2026-06-16T19:55:26.948566+00:00,text_paragraph,win_predictions,"The biggest football tournament on the planet, the FIFA World Cup, is just weeks away. Here's the cheapest legal way to watch every single match live in India — and…
The biggest football tournament on the planet, the FIFA World Cup,is just weeks away. Here’s the cheapest legal way to watch every single match live in India — and the pricing is more accessible than you’d expect.
The FIFA World Cup 2026 is happening across the United States, Canada, and Mexico — and in India,ZEE5has secured exclusive streaming rights. Every match, live, in4K with Dolby Atmos audio, on a platform you may already be subscribed to. If you’re not, the entry price to the World Cup is surprisingly reasonable. Here’s the complete pricing breakdown across every available plan.
1-month and 3-month plans also available. Hindi Z5 plan also visible at ₹2,388 annual (partially visible in screenshot). All prices are annual plan rates.
For football fans, there is really only one plan worth considering — and ZEE5 has priced it aggressively.
TheFIFA World Cup 2026 + All Accessannual plan at₹1,699gives you:
At₹142 per monthon the annual plan, that is less than the price of a single matchday snack for a year of content plus the entire World Cup. If you pay with aVISA Debit Card, an additional30% discountapplies — bringing the effective annual cost down to approximately₹1,189, or around₹99 per month.
If football isn’t your primary interest but you’re evaluating ZEE5 for general entertainment, theAll Languages + Kid...",True,200,1.0
FIFA World Cup 2026 win predictions,https://technosports.co.in/iran-vs-new-zealand-match-preview/,"Iran vs New Zealand Match Preview, Prediction, Lineups, Teams, Timings and How to Watch in India",Unknown Publisher,en,2026-06-16T19:55:27.019170+00:00,text_paragraph,win_predictions,"Two very different World Cup journeys collide at SoFi Stadium. Iran, chasing their first-ever knockout berth, face a New Zealand side making just their third appearance — and both know…
Two very different World Cup journeys collide at SoFi Stadium. Iran, chasing their first-ever knockout berth, face a New Zealand side making just their third appearance — and both know a slip-up here could be costly with Belgium looming.
Iran coach Amir Ghalenoei will look to show his experienced, battle-hardened squad can dominate, led by a sharp frontline featuring Mehdi Taremi. On the other side, Darren Bazeley’s New Zealand side plays a modern, possession-based game that has made the All Whites technically confident and capable of stretching opponents wide. With Belgium and Egypt also in the group, Iran see this as the perfect chance to push toward finally breaking their knockout-stage barrier.Goal.com + 2
New Zealand are among the tournament’s weaker sides, and a tight, low-scoring match looks likely — though Iran remain favourites. Expect Iran to dominate possession, with a narrow 1-0 or 2-0 scoreline the most probable outcome.The Stats Zone
Iran’s predicted XI lines up in a 4-2-3-1: Beiranvand in goal, with Rezaeian, Kanaanizadegan, Hajsafi and Mohammadi across the back four, Ezatolahi and Torabi anchoring midfield, and Jahanbakhsh, Ghayedi and Ghoddos supporting captain Taremi up front. New Zealand are expected to set up in a 4-3-3 with Crocombe in goal, a back four of Smith, Boxall, P...",True,200,1.0
FIFA World Cup 2026 win predictions,https://technosports.co.in/japan-world-cup-2026-draw/,Japan World Cup 2026: 1 Dark Horse Justifies Credentials,Unknown Publisher,en,2026-06-16T19:55:27.087567+00:00,text_paragraph,win_predictions,"Japan’s 2026 World Cup journey reached a pivotal moment this week. The Samurai Blue fought hard for a draw against the Netherlands, proving they're a serious contender. This result, initially…
Japan’s 2026 World Cup journey reached a pivotal moment this week. The Samurai Blue fought hard for a draw against the Netherlands, proving they’re a serious contender. This result, initially reported byESPN, marks a significant shift in how people view Asian football powerhouses. They’re no longer just satisfied with competing; they want to win.
The disciplined tactics theJapanese squad showed during the match underscored their reputation as one of the most dangerous teams in the tournament.
They maintained a solid defensive shape while executing quick transitions, which consistently thwarted the Dutch attack and led to errors in crucial moments. This performance highlighted the team’s technical growth under their current coaching, focusing on high-intensity pressing and efficiency in finishing.
The tactical duel between the teams was a showcase of modern football strategies. Japan’s knack for disrupting Dutch build-up play was key to their success.
They utilized a versatile 4-2-3-1 formation, switching to a low block when necessary. This approach effectively closed down the spaces between the lines, preventing the Dutch midfield from establishing any rhythm. As a result, they were forced into wide areas where Japan’s fullbacks were ready to step up.
The big question is: can they keep ...",True,200,1.0
FIFA World Cup 2026 win predictions,https://technosports.co.in/fifa-world-cup-2026-group-f-netherlands-japan/,FIFA World Cup 2026 Group F: Netherlands vs Japan Report,Unknown Publisher,en,2026-06-16T19:55:27.176848+00:00,text_paragraph,win_predictions,"The Netherlands looked set to clinch all three points in their 2026 FIFA World Cup opener, but Daichi Kamada and Japan had other ideas. In Group F of the World…
The Netherlands looked set to clinch all three points in their2026 FIFA World Cupopener, but Daichi Kamada and Japan had other ideas. In Group F of the World Cup, the two nations shared a thrilling 2-2 draw at AT&T Stadium (Dallas Stadium) in Arlington.
The match, officiated by referee Ismail Elfath, simmered through a cagey, tight first half before bursting into action after the break. Virgil van Dijk and Crysencio Summerville scored for the Oranje, with Keito Nakamura and Kamada replying for the Samurai Blue. The numbers show the Netherlands controlled territory and created better looks in the box, while Japan’s elite defending and late bench impact secured a point.
The first half ended goalless, with both sides struggling to create openings. The Netherlands owned 69% of the possession and led the shot count 4-3. Donyell Malen almost broke the deadlock in the third minute as he spun away from his defender to fire a powerful shot on goal, but Japanese goalkeeper Zion Suzuki got behind it to make the save.
Coming into the World Cup, Ronald Koeman was left frustrated after the Netherlands failed to score from open play in three straight matches, and those troubles did not look set to end in the first half. In fact, three of their four first-half efforts came from set-piece situations (two corners, one free-kick). Tacti...",True,200,1.0
FIFA World Cup 2026 win predictions,https://technosports.co.in/screening-fifa-world-cup-2026-zee5/,Screening FIFA World Cup 2026 at Your Café or Mall? ZEE5's New Advisory Could Land You in Legal Trouble,Unknown Publisher,en,2026-06-16T19:55:27.210100+00:00,text_paragraph,win_predictions,"Football fever is sweeping India — but before your restaurant, café, or mall sets up that big screen for the World Cup, there's something critical you need to know. ZEE5…
Football fever is sweeping India — but before your restaurant, café, or mall sets up that big screen for the World Cup, there’s something critical you need to know. ZEE5 has issued a firm compliance advisory, and ignoring it could cost you heavily.
Zee Entertainment Enterprises, through its streaming platform ZEE5, has issued a compliance advisory ahead of the FIFA World Cup 2026, warning hotels, restaurants, and other commercial venues in India against unauthorised use of FIFA’s branding and content
In plain terms:you cannot simply plug in ZEE5 on a projector and charge customers to watch.A commercial exhibition licence is now mandatory.
Under the newly issued guidelines, commercial establishments are strictly prohibited from projecting or broadcasting ZEE5’s live stream to public audiences without acquiring the appropriate commercial exhibition licences. Any deviation from authorised broadcast feeds could result in immediate suspension of streaming services, heavy financial penalties, and legal prosecution under Indian broadcasting and copyright laws.
It’s not just about the screen. The terms “FIFA,” “World Cup 2026,” along with all official FIFA logos and associated marks, are protected intellectual property owned by FIFA. Any unauthorized use, reproduction, or public display of these trademarks — includi...",True,200,1.0
FIFA World Cup 2026 win predictions,https://technosports.co.in/fifa-world-cup-2026-sweden-vs-tunisia-report/,FIFA World Cup 2026 Group F: Sweden vs Tunisia Match Report,Unknown Publisher,en,2026-06-16T19:55:27.239163+00:00,text_paragraph,win_predictions,"With their first five-goal effort at the FIFA World Cup since 1938, Sweden have climbed to the top of Group F. Playing in front of a vibrant crowd of 50,987…
With their first five-goal effort at theFIFA World Cupsince 1938, Sweden have climbed to the top of Group F. Playing in front of a vibrant crowd of 50,987 at the Estadio BBVA in Monterrey, Mexico, Graham Potter’s side clicked into gear to deliver a statement 5-1 rout of Tunisia in their World Cup 2026 opener.
Having seen the Netherlands and Japan draw 2-2 in the other Group F opener, Sweden gave themselves a huge chance of reaching the knockout stages with an emphatic, clinical victory. Alexander Isak and Viktor Gyökeres starred up front, while Yasin Ayari was at the double to secure the win for the Scandinavians.
Sweden failed to qualify for the 2022 World Cup and had to sneak through the play-offs to make this tournament after a dismal qualifying campaign. Yet, Potter has them playing with plenty of confidence.
Operating in a flexible 3-1-4-2, Sweden turned pressure into premium chances early on. Ayari, who is of Tunisian descent, got the ball rolling with a thundering finish from distance in the seventh minute. Tunisia goalkeeper Abdelmouhib Chamakh had opened up the chance for Ayari to strike with a rash attempt at a clearance.
The shot-stopper should have done better when Isak opened his World Cup account on the half-hour mark. Isak finished from the edge of the box after racing onto Gyökeres’ pass, with Chamakh let...",True,200,1.0
FIFA World Cup 2026 win predictions,https://technosports.co.in/fifa-world-cup-2026-group-e-germany-vs-curucao/,FIFA World Cup 2026 Group E: Germany vs Curucao Report,Unknown Publisher,en,2026-06-16T19:55:27.644227+00:00,text_paragraph,win_predictions,"Germany started their World Cup 2026 campaign with an emphatic 7-1 win over debutants Curacao in Group E. Playing under the closed roof of NRG Stadium in Houston, Texas, in front of…
Germany started theirWorld Cup 2026campaign with an emphatic 7-1 win over debutants Curacao in Group E. Playing under the closed roof of NRG Stadium in Houston, Texas, in front of 68,021 fans, Julian Nagelsmann’s side had to overcome a slightly nervy period in the first half. However, after Curacao scored their first-ever goal at the tournament, Germany got the job done in style, recording seven goals in a free-scoring game that never lost its pace.
With 65% possession and a 26-8 shot count, Germany controlled both territory and tempo. The expected goals (xG) gap told the same story, 3.90 to 0.40, and the touches inside the box did too, ending 62 to 10. Re-live the best facts and stats from this Group E opener as Germany sent a ruthless message to the rest of the world.
Germany started quickly, utilizing a 4-2-3-1 shape to keep the ball flowing through Florian Wirtz and Jamal Musiala between the lines. At just six minutes, Felix Nmecha made it 1-0, playing a lovely one-two with Wirtz before bending his shot around his marker and just inside the right-hand post. Clocking in at 05:17, Nmecha scored the quickest goal by a Germany player on his first-ever World Cup start since Philipp Lahm against Costa Rica in 2006 (05:08).
But it was not plain sailing for Germany in the opening stages. Curacao, ran...",True,200,1.0
FIFA World Cup 2026 win predictions,https://inside.fifa.com/data-protection-portal/data-protection-policy,Privacy Policy,Unknown Publisher,en,2026-06-16T19:55:27.892505+00:00,text_paragraph,win_predictions,"Living Football is our commitment to the people who love the beautiful game – and that includes the way we process your personal data. We’re proud that you trust us to look after your data and our dedicated team members work hard to keep all personal data safe and secure.
We take your privacy as seriously as we take the game. Whether you're on the pitch or enjoying the sport off it, we're here to make sure your data stays protected at all times.
When it comes to data, we comply with the applicable laws and regulations, including the Swiss Federal Act on Data Protection (FADP), the General Data Protection Regulation (GDPR), and other applicable data protection laws in the regions where we operate.
At FIFA, we always play by the rules. Data protection laws are complex, so all team members who deal with personal data get the right training to make sure they’re match fit when it comes to your information. Our approach is based on the following four data principles – the game plan we all strive to follow when it comes to data:
We process your data lawfully, fairly and transparently.
We collect data for a specific purpose. Once we’ve fulfilled that purpose, we won’t process your data again.
We keep your data accurate and up to date, only retaining it for as long as we need it.
We keep all personal data confidential, accurate and available.
Individuals whose data we collect have certain rights, which may include, but are not limited to, the following, depending on the jurisdiction i...",True,200,0.9
FIFA World Cup 2026 win predictions,https://www.foxsports.com/soccer,"Soccer News, Highlights and Scores | FOX Sports",Unknown Publisher,en,2026-06-16T19:55:28.097558+00:00,text_paragraph,win_predictions,"Welcome to the ultimate hub for soccer coverage, brought to you by FOX Sports! With broadcast rights to some of the biggest tournaments and leagues in the world, including theFIFA Men’s World Cup,FIFA Women’s World Cup,UEFA European Championship,UEFA Nations League,Copa AméricaandMLS, FOX Sports delivers unmatched access to the most thrilling moments in the beautiful game. Stay tuned for live matches, in-depth analysis, and unforgettable highlights—all in one place.Beyond exclusive broadcasts, FOX Sports will keep you connected to every corner of the soccer universe. From thePremier LeagueandLa LigatoChampions LeagueandBundesliga, our coverage includes live scores, player stats, and league standings. Whether you’re following your favorite club or tracking the hottest players, FOX Sports is your trusted source for all things soccer.",True,200,1.0
FIFA World Cup 2026 win predictions,https://www.foxsports.com/soccer/2022-fifa-world-cup,Men's FIFA World Cup 2022 - Live Stream Soccer Games | FOX Sports,Unknown Publisher,en,2026-06-16T19:55:28.333092+00:00,text_paragraph,win_predictions,"The 2022 FIFA World Cup™ in Qatar is the 22nd edition of the biggest sporting event on the planet.  The tournament is already at a fever pitch, being held in the winter for the first time since 1930.
The FOX family of networks and the FOX Sports app are your complete home for World Cup content, including live matches, complete highlights, commentary and analysis, and full-match replays. You can also watch full-length replays onTubi.
Check out ourFIFA World Cup 2022 Fan Guidefor everything you need to know about this year's event.
FIFA World Cup 2022™ is scheduled for November 20 to December  18, 2022.
Qatar is scheduled to host FIFA World Cup 2022™. It will be the first World Cup held in the Middle East and just the second to be staged in Asia.
The FIFA World Cup will air on FOX, FS1,FOXSports.com, theFOX Sports App, andstream for free on Tubi. FOX is your home for game highlights, analysis, standings, team & player stats, and more.
Yes. TheUnited States Men’s National Teamis back in the World Cup for the first time in eight years.
The final draw for the 2022 World Cup in Qatar was held on April 1, 2022. TheUnited States Men’s National Teamwas drawn to Group B.
Live streaming and full replays of FIFA World Cup 2022™ will be available onFOXSports.comand theFOX Sports App. Full replays of the FIFA World Cup 2022™ will also be available onTubi.
Because of the scalding desert temperatures in Qatar, the monthlong tournament was moved from its traditional summer window. The final a...",True,200,0.9
